# foot :: Right:0,Left:1
# position :: 'A':1, 'M':2, 'GK':3, 'D':4
id,name,rating,position,height,foot,rare,pace,shooting,passing,dribbling,defending,heading,diving,handling,kicking,reflexes,speed,positioning
151757,RajkoLekić,64,A,185,Right,0,59,62,52,64,51,64,,,,,,
151764,ChristopherPoulsen,63,D,184,Left,0,69,57,63,68,63,56,,,,,,
151856,PeterUtaka,74,A,177,Right,1,84,67,48,75,57,72,,,,,,
151858,JoeriVastmans,59,D,168,Left,0,69,34,48,34,66,64,,,,,,
151871,AnthonyPortier,63,D,183,Right,0,60,49,49,48,65,71,,,,,,
151885,WouterBiebauw,64,GK,188,Right,1,,,,,,,67,61,55,71,45,61
151976,DavidVandenbroeck,67,D,188,Right,0,45,44,54,47,72,70,,,,,,
152024,StijnMinne,64,D,171,Right,0,67,41,58,44,62,60,,,,,,
152035,RunePedersen,58,GK,188,Right,0,,,,,,,57,56,55,60,54,59
152039,DanielAgger,83,D,191,Left,1,69,67,66,58,82,78,,,,,,
152046,MadsJunker,75,A,186,Right,0,75,71,61,67,54,69,,,,,,
152047,HenrikKildentoft,60,D,183,Right,1,78,43,40,40,65,66,,,,,,
152065,SimonPoulsen,68,D,184,Left,1,82,60,62,71,67,62,,,,,,
152083,WolfgangKlapf,58,D,180,Left,0,62,32,58,52,58,54,,,,,,
152092,MarkoStanković,67,M,177,Right,0,74,66,64,71,52,63,,,,,,
152094,DominiqueTaboga,61,D,187,Right,0,63,31,44,43,64,67,,,,,,
152122,AndreasHölzl,67,M,178,Right,0,79,58,65,66,53,60,,,,,,
152126,FlorianMader,65,M,180,Left,0,72,60,60,68,64,68,,,,,,
152139,Hans-PeterBerger,65,GK,179,Right,0,,,,,,,67,64,64,68,52,64
152147,EnricoKern,65,A,189,Right,0,65,61,47,61,54,66,,,,,,
152206,JürgenPatocka,62,D,192,Left,0,31,38,40,33,68,72,,,,,,
152211,RamazanÖzcan,66,GK,187,Right,0,,,,,,,67,63,61,70,52,65
152271,ManuelOrtlechner,66,D,186,Left,1,53,31,51,42,67,83,,,,,,
152273,FranzSchiemer,68,M,185,Right,1,72,54,56,58,74,85,,,,,,
152274,IbrahimaSidibé,67,A,193,Left,0,74,63,54,62,57,70,,,,,,
152356,KoenPersoons,68,M,179,Right,0,69,62,67,66,65,64,,,,,,
152371,KevinGeudens,64,M,185,Left,0,48,48,59,56,62,61,,,,,,
152407,MickaëlMénétrier,61,GK,190,Right,0,,,,,,,62,60,54,66,45,59
152453,BraulioLuna,67,M,182,Left,0,59,66,70,66,65,61,,,,,,
152469,KelvinDavis,69,GK,185,Right,0,,,,,,,67,69,73,70,61,70
152482,TomNewey,57,D,180,Left,0,64,30,47,40,61,62,,,,,,
152483,GabrielZakuani,64,D,185,Right,1,80,22,33,39,68,70,,,,,,
152484,BrianSaah,58,D,191,Right,0,66,21,33,31,66,65,,,,,,
152492,DavidBird,56,M,173,Right,0,66,42,62,46,63,58,,,,,,
152493,KayodeOdejayi,62,A,191,Right,1,78,53,40,54,54,73,,,,,,
152495,AndyGallinagh,57,D,177,Right,0,60,39,52,51,60,68,,,,,,
152505,JohnWhite,60,D,183,Right,0,58,42,49,52,60,59,,,,,,
152507,GeorgeElokobi,70,D,175,Left,1,67,47,56,49,81,80,,,,,,
152508,ScottBevan,58,GK,198,Right,0,,,,,,,58,59,64,58,27,59
152511,BenHarding,58,M,185,Left,0,70,54,61,47,53,59,,,,,,
152514,JasonPuncheon,68,A,173,Left,0,76,66,61,71,50,55,,,,,,
152519,DaleTonge,59,D,178,Right,0,63,42,57,56,60,62,,,,,,
152522,NickyWroe,63,M,180,Right,1,59,56,65,72,53,64,,,,,,
152523,ScottFlinders,62,GK,193,Right,0,,,,,,,65,62,63,64,64,58
152536,BradleyJohnson,68,M,178,Left,0,67,69,68,66,64,69,,,,,,
152554,GaëlClichy,80,D,176,Left,1,89,45,75,80,75,70,,,,,,
152555,DavidBentley,76,M,175,Right,0,65,76,80,81,50,53,,,,,,
152567,AlexanderTettey,72,M,180,Right,1,84,68,72,74,72,68,,,,,,
152569,AlexanderMathisen,66,A,182,Right,0,77,59,49,69,53,57,,,,,,
152574,DylanMacallister,59,A,191,Right,0,49,56,31,57,52,64,,,,,,
152588,RobertKoren,73,M,175,Right,1,71,71,72,72,66,64,,,,,,
152590,ShaneStefanutto,62,D,177,Left,0,67,49,62,64,63,55,,,,,,
152594,TomaszSokolowski,69,M,184,Right,0,72,67,68,58,70,72,,,,,,
152603,OlivierOccèan,68,A,185,Right,0,65,64,42,57,58,78,,,,,,
152617,KarimEssediri,67,M,185,Right,0,76,67,68,63,68,58,,,,,,
152618,PéterKovács,66,A,198,Right,1,58,62,41,48,63,60,,,,,,
152643,JonathanDouglas,64,M,180,Right,1,56,48,67,62,63,56,,,,,,
152645,PaulReid,64,D,188,Right,1,48,31,42,43,72,72,,,,,,
152650,JacobBurns,63,M,176,Left,1,34,58,52,48,70,64,,,,,,
152678,LiamChilvers,59,D,185,Left,0,56,31,41,34,65,62,,,,,,
152690,DimitriosKonstantopoulos,70,GK,193,Left,0,,,,,,,75,71,68,72,65,70
152693,StevenThomson,62,M,173,Right,0,55,49,62,65,66,58,,,,,,
152695,JamieCureton,63,A,173,Right,0,63,62,41,53,46,68,,,,,,
152697,SeanO'Hanlon,61,D,185,Right,0,60,31,45,46,69,67,,,,,,
152699,CalvinZola,62,A,191,Right,0,68,54,42,58,55,74,,,,,,
152718,RicardoVazTê,63,A,188,Right,0,72,61,54,63,57,71,,,,,,
152723,LiamRosenior,68,D,178,Right,0,76,53,58,65,64,62,,,,,,
152724,DannyPugh,69,M,183,Left,0,66,54,74,67,64,68,,,,,,
152725,DarrenWard,66,D,191,Left,1,51,37,41,34,70,82,,,,,,
152729,Piqué,88,D,192,Right,1,66,52,74,65,86,81,,,,,,
152735,MichaelDoyle,64,M,178,Left,1,56,58,66,57,65,61,,,,,,
152740,BradleyOrr,67,D,183,Right,0,68,48,61,64,70,65,,,,,,
152741,MikeWilliamson,75,D,192,Right,0,60,37,59,42,76,76,,,,,,
152745,MartinWoods,64,M,175,Left,0,73,62,63,65,60,61,,,,,,
152746,PaulKeegan,62,M,180,Right,0,69,56,61,44,64,60,,,,,,
152747,AaronLennon,82,M,165,Right,1,95,62,68,86,48,46,,,,,,
152748,PeterLeven,61,M,180,Left,1,70,57,67,56,59,61,,,,,,
152750,DavidHunt,57,M,180,Right,0,61,39,58,53,63,48,,,,,,
152751,EddieJohnson,61,A,178,Right,0,67,60,46,59,52,51,,,,,,
152756,RodrigoAlvim,68,D,182,Left,0,62,59,68,64,69,71,,,,,,
152772,Quirino,62,A,181,Right,1,84,59,53,66,49,67,,,,,,
152778,LeonardoSilva,76,D,192,Right,0,64,42,43,33,79,75,,,,,,
152789,DiegoSouza,77,M,186,Right,0,58,77,75,80,69,73,,,,,,
152814,Bobô,74,A,186,Right,1,58,71,61,68,56,64,,,,,,
152815,Rosinei,72,M,170,Right,1,86,58,68,73,70,68,,,,,,
152821,Marquinhos,73,M,183,Right,1,61,74,78,74,62,56,,,,,,
152822,Danilo,74,M,186,Left,1,53,73,79,72,62,62,,,,,,
152826,Edcarlos,71,D,185,Right,1,60,42,53,59,73,76,,,,,,
152828,Ibson,76,M,178,Right,0,81,72,77,80,67,71,,,,,,
152830,Henrique,73,D,189,Right,1,54,48,57,39,76,81,,,,,,
152831,Roger,71,M,189,Left,0,49,66,71,75,60,68,,,,,,
152840,Jussiê,74,M,181,Right,1,73,74,73,79,53,65,,,,,,
152850,Alex,81,M,175,Left,1,72,82,80,80,61,68,,,,,,
152855,RafaelSóbis,75,A,172,Right,0,81,74,64,79,47,64,,,,,,
152870,FelipeSaad,64,D,187,Left,0,50,50,44,46,67,68,,,,,,
152875,JohnnieJackson,66,M,185,Left,0,59,66,72,58,52,48,,,,,,
152876,MarkYeates,66,M,175,Right,0,76,65,60,76,50,60,,,,,,
152879,MarkNoble,77,M,180,Right,0,62,69,76,70,68,59,,,,,,
152880,ChrisCohen,70,M,178,Left,1,71,72,73,70,66,63,,,,,,
152883,ChadMarshall,73,D,191,Right,1,62,51,55,58,77,84,,,,,,
152887,ChrisWingert,65,D,180,Right,0,62,51,62,58,68,66,,,,,,
152893,TroyPerkins,65,GK,188,Right,0,,,,,,,68,67,68,66,55,65
152894,ClarenceGoodson,72,D,193,Right,0,69,47,55,44,73,75,,,,,,
152896,RamónNúñez,69,M,169,Right,0,76,68,67,71,49,47,,,,,,
152899,JoshGardner,63,D,180,Left,0,67,47,59,60,66,52,,,,,,
152900,NedGrabavoy,65,M,170,Left,0,65,57,63,66,62,60,,,,,,
152901,JosephNgwenya,61,A,185,Right,1,75,56,39,65,46,66,,,,,,
152903,RyanCochrane,60,D,185,Right,0,39,40,41,51,62,67,,,,,,
152904,SteveCronin,61,GK,188,Left,1,,,,,,,62,58,65,66,54,62
152907,JackSmith,62,D,180,Right,0,63,30,56,53,64,59,,,,,,
152908,AshleyYoung,85,A,175,Right,1,93,77,76,87,47,48,,,,,,
152909,HameurBouazza,68,A,180,Left,0,78,63,58,71,52,61,,,,,,
152912,JoséSand,70,A,183,Right,1,48,70,49,63,55,82,,,,,,
152913,GabrielPereyra,70,M,175,Right,0,71,69,68,71,62,76,,,,,,
152914,DanielMontenegro,71,M,177,Right,0,69,66,71,72,55,69,,,,,,
152916,RubensSambueza,69,M,174,Left,1,82,64,70,71,46,54,,,,,,
152922,EdgarBarreto,73,M,182,Right,1,70,69,74,68,68,56,,,,,,
152926,VincentGragnic,64,M,184,Right,1,62,60,69,72,49,62,,,,,,
152933,DarrylFlahavan,63,GK,180,Right,1,,,,,,,60,62,65,64,52,70
152950,GrzegorzWojtkowiak,72,D,184,Left,0,74,41,62,55,70,69,,,,,,
152961,MariuszPawelec,64,D,180,Right,0,60,44,52,47,65,65,,,,,,
152990,LeeBarnard,67,A,178,Right,0,69,64,44,61,51,70,,,,,,
152991,DeanMarney,65,M,183,Right,0,70,65,64,69,68,73,,,,,,
152992,StephenKelly,70,D,184,Right,0,68,46,63,61,73,71,,,,,,
152993,RenatoCivelli,71,D,193,Right,1,37,52,58,35,73,78,,,,,,
152996,PerCiljanSkjelbred,78,M,175,Right,0,77,69,73,81,66,67,,,,,,
152997,DaríoCvitanich,72,A,174,Right,1,73,70,65,71,53,75,,,,,,
152999,RodrigoPalacio,80,A,175,Right,1,84,76,77,85,53,59,,,,,,
153004,JakubWawrzyniak,71,D,188,Left,1,81,47,65,64,74,62,,,,,,
15302,GarethStewart,54,GK,183,Right,0,,,,,,,45,62,59,61,47,54
15304,NeilAlexander,71,GK,185,Right,1,,,,,,,74,76,61,69,56,75
153048,MagnusWolffEikrem,74,M,178,Right,0,73,61,70,73,66,64,,,,,,
153060,JuanManuelInsaurralde,74,D,188,Left,1,66,42,52,35,74,77,,,,,,
153079,SergioAgüero,86,A,175,Right,1,88,81,71,92,52,76,,,,,,
153084,HernánLosada,72,M,172,Right,1,69,66,71,77,52,56,,,,,,
153100,StuartNelson,60,GK,185,Right,0,,,,,,,61,63,59,58,59,61
153136,AleksanderPtak,61,GK,186,Right,0,,,,,,,69,62,44,55,56,65
153137,ŁukaszSapela,63,GK,186,Left,1,,,,,,,65,73,54,59,62,66
153145,JacekPopek,56,D,182,Left,0,60,50,58,52,60,59,,,,,,
153148,ŁukaszGarguła,68,M,177,Right,0,70,62,66,64,52,58,,,,,,
153164,AlejandroFaurlín,71,M,185,Left,1,75,56,73,70,68,68,,,,,,
153177,MauroZárate,80,A,176,Right,1,89,77,69,87,50,61,,,,,,
153195,LeeSangHo,64,D,175,Right,1,85,52,50,57,67,68,,,,,,
153197,MaChulJoon,65,D,180,Right,1,82,51,63,67,63,62,,,,,,
153221,DariuszŁatka,59,M,172,Right,1,81,49,55,59,55,55,,,,,,
153222,PawełSobolewski,62,M,175,Left,1,80,54,56,66,48,54,,,,,,
153240,NicolasFlegeau,56,D,182,Left,0,58,37,54,37,55,66,,,,,,
153244,André-PierreGignac,78,A,186,Right,0,76,79,73,71,58,76,,,,,,
153255,VirgileReset,66,M,176,Right,1,87,37,54,68,51,38,,,,,,
153260,Hilton,74,D,182,Right,1,50,48,70,60,73,79,,,,,,
153267,FlorentGhisolfi,58,M,175,Right,0,59,45,54,55,59,61,,,,,,
153273,JonathanTéhoué,60,A,183,Right,1,79,55,45,51,54,67,,,,,,
153275,Jean-LouisLeca,63,GK,180,Right,1,,,,,,,58,62,52,70,57,68
153282,MattPickens,64,GK,184,Right,1,,,,,,,66,63,62,64,35,67
153283,AdrianCann,68,D,190,Right,0,39,44,51,46,70,72,,,,,,
153292,WilliamHesmer,68,GK,188,Right,0,,,,,,,68,71,69,65,52,69
153293,KhariStephenson,63,M,186,Right,1,58,67,58,61,68,67,,,,,,
153296,YoannGourcuff,81,M,185,Right,1,77,77,80,79,66,72,,,,,,
153298,ArnoldMvuemba,75,M,172,Right,0,77,68,76,72,72,71,,,,,,
153391,Cleyton,70,M,175,Right,0,72,67,64,76,50,64,,,,,,
153608,NikosSpyropoulos,70,D,172,Left,0,75,43,70,65,72,66,,,,,,
153857,DelOlmo,62,M,172,Right,0,73,55,58,64,59,61,,,,,,
15390,MichałŻewłakow,67,D,182,Right,0,68,50,62,54,67,65,,,,,,
153934,Piti,69,A,174,Left,1,72,75,58,66,54,57,,,,,,
153938,ÀngelRangel,67,D,188,Right,0,67,54,69,65,71,75,,,,,,
15402,BenjaminHuggel,64,M,190,Right,1,54,61,62,62,73,71,,,,,,
154244,SergioDíaz,63,D,194,Left,1,29,49,55,40,71,60,,,,,,
154442,Koikili,71,D,168,Left,0,73,58,65,60,70,72,,,,,,
154454,Bernardo,62,GK,185,Right,0,,,,,,,61,62,57,69,56,60
154472,JorgeMolina,73,A,188,Right,1,52,70,45,62,62,78,,,,,,
154543,NicolaFerrari,63,A,183,Right,1,54,64,58,63,46,55,,,,,,
154545,FrancescoMarianini,66,M,185,Right,0,63,55,69,63,66,66,,,,,,
154563,CiroCapuano,72,D,185,Left,1,76,63,72,70,71,67,,,,,,
154634,ManuelPasqual,74,D,178,Left,1,77,61,73,74,70,69,,,,,,
154867,GheorgheBucur,69,A,171,Right,0,66,68,69,71,40,68,,,,,,
154871,DacianVarga,72,M,173,Left,1,69,59,72,72,44,51,,,,,,
154950,YuriyZhirkov,81,M,180,Left,0,79,74,79,81,74,62,,,,,,
155018,RobJones,65,D,200,Left,1,44,26,44,27,72,65,,,,,,
155041,CraigMackail-Smith,71,A,178,Right,1,81,70,51,66,52,66,,,,,,
155086,NickyBailey,69,M,178,Right,0,71,60,71,66,63,56,,,,,,
1551,LudovicGiuly,74,M,164,Right,1,74,73,75,75,47,44,,,,,,
155222,LucaAriatti,63,M,182,Right,0,64,57,59,60,60,64,,,,,,
155264,VadimDemidov,75,D,186,Right,0,53,58,66,47,76,76,,,,,,
155267,RobFriend,71,A,195,Right,1,48,68,45,58,60,76,,,,,,
155288,VladimirIvic,73,M,191,Right,1,63,74,76,67,57,67,,,,,,
155289,KrzysztofKotorowski,64,GK,186,Right,1,,,,,,,68,56,54,73,37,66
155295,NikolaMijailović,64,D,185,Left,1,72,49,70,65,61,61,,,,,,
155299,AndyGriffin,64,D,173,Right,1,55,33,56,54,71,70,,,,,,
155302,MatthewTaylor,66,A,180,Right,0,71,60,44,62,46,68,,,,,,
155309,KimEunJung,68,A,185,Right,0,75,67,55,65,60,72,,,,,,
155317,KimChulHo,63,M,177,Right,0,74,52,59,65,64,52,,,,,,
155328,ShimYoungSung,59,A,178,Right,0,71,54,51,64,47,54,,,,,,
155330,KimTaeSu,63,M,180,Right,0,72,54,63,56,65,61,,,,,,
155334,KangMinSoo,63,D,184,Right,0,67,41,47,49,63,72,,,,,,
155340,HwangJaeWon,67,D,186,Right,0,60,38,47,47,68,78,,,,,,
155344,ShinHwaYong,66,GK,183,Right,0,,,,,,,69,62,68,65,54,69
155348,HanTaeYou,59,M,186,Right,0,62,48,59,56,59,60,,,,,,
155349,LeeJungYul,58,D,183,Right,0,40,45,55,53,60,62,,,,,,
155351,ChoiJaeSoo,61,M,174,Left,0,62,52,60,63,47,53,,,,,,
155355,LeeChung-Yong,78,M,178,Right,0,83,68,72,83,57,68,,,,,,
155368,HwangSunPil,61,D,181,Left,0,64,38,47,51,63,66,,,,,,
155376,BaeHyoSung,62,D,183,Right,0,44,35,44,30,67,66,,,,,,
155383,LimYouHwan,64,D,185,Right,0,66,41,49,51,68,74,,,,,,
155407,LanceDavids,62,D,174,Right,1,79,51,62,62,64,56,,,,,,
155408,MarcelSchäfer,76,D,184,Left,0,75,72,78,73,73,70,,,,,,
155445,EmilJula,71,A,192,Left,0,71,67,62,68,56,59,,,,,,
155446,RăzvanCociş,68,M,181,Right,0,72,66,70,67,55,63,,,,,,
155494,DawidPlizga,65,M,174,Right,1,82,61,58,64,48,64,,,,,,
155517,DannyOlsen,65,M,186,Right,0,72,62,61,68,55,63,,,,,,
155524,RichardStearman,71,D,191,Right,0,62,39,48,44,72,73,,,,,,
155530,SammyClingan,69,M,180,Right,0,73,66,74,65,62,58,,,,,,
155532,CarlIkeme,64,GK,188,Right,1,,,,,,,62,64,61,68,50,62
155533,LeonClarke,63,A,188,Right,0,65,60,52,56,54,71,,,,,,
155534,KeithLowe,57,D,188,Right,0,62,28,53,50,66,70,,,,,,
155537,LeonJessen,70,D,182,Left,0,75,54,66,66,70,59,,,,,,
155539,GunnarNielsen,65,GK,193,Right,0,,,,,,,67,69,60,66,65,67
155551,JonasBorring,65,M,193,Left,0,66,63,68,66,58,65,,,,,,
155567,PeterNymann,64,M,179,Right,1,84,54,65,63,57,56,,,,,,
155584,William,71,A,183,Right,1,54,70,54,65,56,79,,,,,,
155586,KimJinRyong,60,A,182,Left,0,66,59,56,67,58,72,,,,,,
155589,LeeHo,65,M,182,Right,0,69,55,61,65,71,66,,,,,,
155592,SongHanBok,57,M,183,Right,0,46,37,50,55,58,61,,,,,,
155598,LeeJinHo,62,A,184,Right,0,61,54,49,67,56,70,,,,,,
155611,LeeYoHan,63,D,184,Right,0,66,40,55,50,65,66,,,,,,
155617,BangSeungHwan,62,A,185,Right,0,64,59,47,58,60,63,,,,,,
155621,JeonJaeHo,65,D,168,Left,0,76,49,66,57,60,50,,,,,,
155625,KimChiWoo,67,M,175,Left,1,82,63,70,59,58,65,,,,,,
155633,KimDaeHwan,57,GK,185,Right,0,,,,,,,57,55,57,61,45,58
155646,PawełNowak,63,M,173,Left,0,64,57,64,61,53,56,,,,,,
155657,PiotrCeleban,68,D,181,Right,0,71,51,52,55,68,76,,,,,,
155668,MichałŁabędzki,64,D,184,Left,0,49,47,54,55,64,60,,,,,,
155671,ŁukaszTrałka,67,M,186,Right,0,65,62,70,59,65,69,,,,,,
155676,PrzemysławKaźmierczak,67,M,191,Left,1,70,71,66,59,74,69,,,,,,
155681,AloysBertrandNong,70,A,179,Right,1,87,66,55,69,56,71,,,,,,
155694,StevenDePetter,66,M,181,Left,0,66,56,60,51,67,67,,,,,,
155724,DarrenAmbrose,70,M,183,Right,0,77,75,66,68,52,54,,,,,,
155725,TonyCaig,48,GK,181,Right,0,,,,,,,46,60,57,35,65,49
155739,HenrikToft,67,A,196,Right,1,47,64,53,54,59,60,,,,,,
155798,Llorente,74,A,184,Right,1,66,71,58,65,54,77,,,,,,
155808,ChristianGratzei,72,GK,186,Right,1,,,,,,,70,76,75,74,60,69
155809,MitjaMörec,64,D,184,Right,0,67,44,51,49,67,70,,,,,,
155810,RonaldGercaliu,63,D,181,Left,0,64,52,57,60,67,65,,,,,,
155811,JohannesErtl,64,M,188,Right,1,57,32,53,66,71,68,,,,,,
155813,LuisAmarantoPerea,76,D,180,Right,1,82,37,51,44,81,79,,,,,,
155820,LeonardoGonzález,61,D,186,Left,0,65,47,52,54,66,65,,,,,,
155821,MichaelUmaña,63,D,180,Right,0,66,43,49,41,68,66,,,,,,
155827,ÁlvaroSaborío,72,A,183,Right,1,76,71,59,71,60,81,,,,,,
155835,KennyVanHoevelen,65,D,184,Right,0,65,37,50,48,66,67,,,,,,
155841,MarkVolders,66,GK,189,Left,0,,,,,,,66,65,62,67,58,68
155852,Lolo,73,M,182,Right,0,58,57,63,60,75,74,,,,,,
155858,Kepa,63,A,185,Right,0,51,59,46,53,51,66,,,,,,
155862,SergioRamos,85,D,183,Right,1,82,62,74,77,83,90,,,,,,
155863,PabloRuiz,65,D,186,Right,0,57,39,57,50,68,64,,,,,,
155871,BartoszBiałkowski,62,GK,193,Right,0,,,,,,,66,62,61,64,59,58
155877,CraigSamson,63,GK,188,Right,1,,,,,,,64,62,54,63,46,65
155881,ChrisSmith,61,GK,188,Left,0,,,,,,,62,61,52,61,31,63
155883,StephenMcManus,70,D,188,Left,0,61,39,52,54,71,77,,,,,,
155885,AidenMcGeady,81,M,180,Right,1,89,71,75,87,56,59,,,,,,
155886,StephenHenderson,64,GK,193,Right,1,,,,,,,63,68,71,61,50,64
155887,MichaelBradley,73,M,186,Right,1,66,71,70,70,74,72,,,,,,
155891,JeffParke,66,D,185,Right,0,58,39,49,47,71,68,,,,,,
155897,ClintDempsey,80,M,185,Right,1,78,78,75,82,59,82,,,,,,
155898,AndyDorman,63,M,183,Right,1,65,64,59,63,62,62,,,,,,
155901,JohnO'Flynn,62,A,180,Right,1,71,64,53,57,48,56,,,,,,
155906,MártonFülöp,71,GK,198,Right,1,,,,,,,75,63,65,76,53,68
155909,AnthonyPulis,54,M,178,Left,0,63,46,52,53,58,59,,,,,,
155910,ShaunCooper,62,D,178,Right,0,72,31,62,51,64,63,,,,,,
155915,LewisBuxton,64,D,185,Right,0,65,41,51,57,67,65,,,,,,
155930,Orlandi,66,M,180,Left,0,64,61,66,68,53,57,,,,,,
155931,Casto,70,GK,182,Right,0,,,,,,,76,66,56,77,36,63
155946,RobertSnodgrass,73,A,182,Left,1,72,68,68,78,49,54,,,,,,
155961,Zubikarai,66,GK,185,Right,0,,,,,,,71,61,50,75,42,64
155964,ScottMcDonald,70,A,173,Right,0,78,66,54,69,56,70,,,,,,
155974,DarrylDuffy,59,A,180,Right,0,65,58,27,50,46,66,,,,,,
155976,CharlieAdam,80,M,185,Left,1,67,76,86,75,73,71,,,,,,
155977,GaryMacKenzie,59,D,191,Right,0,46,33,37,36,67,64,,,,,,
155979,RossMcCormack,69,A,175,Right,0,75,71,62,69,49,60,,,,,,
155984,MarkelBergara,68,M,180,Right,0,61,60,68,71,64,68,,,,,,
155987,JuanDominguez,62,A,174,Right,0,70,62,51,58,52,67,,,,,,
156004,ClaudeGnakpa,57,M,183,Right,1,87,47,54,56,68,70,,,,,,
156017,VilleJalasto,61,D,183,Right,0,62,43,57,41,64,68,,,,,,
156094,FedericoVilar,70,GK,181,Right,0,,,,,,,65,74,71,73,62,68
156098,HoracioCervantes,67,D,190,Right,1,51,44,57,59,74,59,,,,,,
156112,FernandoArce,69,M,169,Right,0,73,65,67,69,57,63,,,,,,
156119,AarónPadilla,61,A,170,Right,0,63,60,55,62,47,65,,,,,,
156120,LuisGabrielRey,67,A,182,Left,0,72,66,60,67,49,68,,,,,,
156129,MárcioAraújo,72,M,172,Right,1,84,63,72,74,69,62,,,,,,
156142,RomanEremenko,78,M,180,Right,0,76,69,78,80,67,58,,,,,,
156161,Rodrigo,74,D,182,Right,1,63,61,58,38,78,79,,,,,,
156162,MichaelPoke,60,GK,186,Right,0,,,,,,,64,59,58,59,53,58
156164,MartinCranie,67,D,183,Right,0,72,41,59,52,69,72,,,,,,
156165,MatthewMills,71,D,191,Right,1,64,36,53,37,72,77,,,,,,
156166,DexterBlackstock,71,A,185,Left,1,75,67,44,68,60,81,,,,,,
156167,LeonBest,72,A,185,Right,1,76,70,56,71,55,73,,,,,,
156170,JeromeThomas,73,A,178,Right,1,80,62,69,79,54,54,,,,,,
156180,RobBurch,61,GK,188,Right,0,,,,,,,63,64,60,60,61,59
156221,CristianSăpunaru,76,D,187,Right,1,71,56,75,66,80,74,,,,,,
156227,Carlitos,71,M,175,Right,0,75,62,65,75,52,59,,,,,,
156252,KasperBøgelund,69,D,180,Right,0,67,48,68,51,68,68,,,,,,
156253,JoeLewis,68,GK,198,Right,0,,,,,,,77,56,60,78,66,63
156256,KarimHaggui,74,D,190,Right,0,61,38,54,47,75,73,,,,,,
156257,SeyiOlajengbesi,64,D,192,Right,0,66,27,42,42,69,69,,,,,,
156259,JakubRzeźniczak,69,D,183,Right,0,76,42,58,54,72,61,,,,,,
156271,Marcelo,71,GK,190,Right,1,,,,,,,70,72,66,72,25,69
156272,Ederson,76,M,181,Right,0,79,76,74,81,57,62,,,,,,
156275,RachidBouaouzan,67,M,170,Right,0,79,50,51,80,44,46,,,,,,
156288,RadhiJaidi,66,D,189,Right,0,33,29,41,35,71,74,,,,,,
156289,KarimSaïdi,66,D,186,Right,0,67,44,53,47,69,71,,,,,,
156299,ShaunBarker,73,D,188,Right,1,58,44,56,46,74,80,,,,,,
156301,WillHoskins,64,A,178,Right,1,71,64,49,64,39,65,,,,,,
156308,DanielMcBreen,62,A,186,Left,1,61,54,23,50,53,81,,,,,,
156313,AdamEl-Abd,63,D,180,Right,0,50,40,38,42,68,65,,,,,,
156315,JakeRobinson,58,A,175,Right,1,78,59,45,65,42,48,,,,,,
156321,AdebayoAkinfenwa,63,A,180,Right,0,53,61,42,58,61,64,,,,,,
156331,DannyJackman,59,D,163,Left,0,61,47,61,59,57,65,,,,,,
156342,AdriánGarcíaArias,65,D,182,Left,0,55,49,52,50,68,68,,,,,,
156346,FelipeAyala,66,M,177,Right,0,49,62,65,60,70,65,,,,,,
156358,MoisésMuñoz,70,GK,183,Right,0,,,,,,,70,72,62,73,46,69
156368,MauricioMolina,73,M,177,Left,1,74,75,68,73,50,59,,,,,,
156371,MarianoTrujillo,61,M,172,Right,0,70,54,63,62,63,62,,,,,,
156373,CarlosAdriánMorales,66,D,173,Left,0,78,65,64,68,63,58,,,,,,
156375,DamiánÁlvarez,73,M,165,Right,1,85,66,70,76,48,50,,,,,,
156376,RafaelMárquezLugo,71,A,172,Right,1,76,68,62,68,51,81,,,,,,
156383,RicardoCabanas,62,M,173,Right,0,52,61,61,65,58,60,,,,,,
15639,BrettOrmerod,69,A,177,Right,0,55,67,65,71,57,70,,,,,,
156412,JosédeJesúsCorona,75,GK,184,Right,0,,,,,,,74,75,74,77,47,78
156413,OmarFlores,65,D,183,Right,0,50,47,60,55,71,58,,,,,,
156421,JuanCarlosValenzuela,66,D,179,Right,0,56,45,59,53,68,66,,,,,,
156422,ManuelPérez,66,M,174,Right,0,67,65,69,65,65,63,,,,,,
156423,JuanCarlosMedina,67,M,170,Right,0,70,64,68,67,53,62,,,,,,
156432,GuillaumeHoarau,78,A,192,Right,0,61,73,64,73,64,78,,,,,,
156433,AlfredoTalavera,72,GK,188,Right,1,,,,,,,74,71,69,74,55,73
156434,FranciscoRodríguez,73,D,191,Right,1,65,43,50,52,76,70,,,,,,
156438,ThomasGebauer,68,GK,191,Right,0,,,,,,,69,67,60,71,59,68
156443,ChristophJanker,67,D,185,Right,0,61,38,44,41,69,71,,,,,,
156464,RichardWood,66,D,191,Left,0,69,31,44,40,70,76,,,,,,
156467,ChrisBirchall,66,M,175,Right,0,71,61,64,64,64,63,,,,,,
156473,ScottVernon,67,A,185,Right,0,51,65,42,54,51,72,,,,,,
156477,AnthonyVandenBorre,69,M,185,Right,1,83,60,69,74,70,72,,,,,,
156478,YukiAbe,68,M,178,Right,0,65,72,71,68,67,62,,,,,,
156496,ElgabryRangel,64,M,165,Right,0,71,54,63,61,62,62,,,,,,
156502,RodrigoRuíz,66,A,163,Left,0,45,73,68,67,44,62,,,,,,
156506,VicenteMatíasVuoso,69,A,180,Right,0,66,65,54,67,58,78,,,,,,
